Guideline ID,Description,Vulnerability Discussion,Configuration Parameter,Desired Value,Default Value,Is desired value the default?,Action Type,Assessment using Web Client,Negative Functional Impact,Remediation using Web Client,vSphere API,ESXi Shell Command Assessment,ESXi Shell Command Remediation,vCLI Command Assessment,vCLI Command Remediation,PowerCLI Command Assessment,PowerCLI Command Remediation,Able to set using Host Profile,Reference,Hardening,Site-Specific Setting,Audit Setting
ESXi.verify-acceptance-level-supported,Verify Image Profile and VIB Acceptance Levels,"Verify the ESXi Image Profile to only allow signed VIBs.  An unsigned VIB represents untested code installed on an ESXi host.  The ESXi Image profile supports four acceptance levels: 
(1) VMwareCertified - VIBs created, tested and signed by VMware
(2) VMwareAccepted - VIBs created by a VMware partner but tested and signed by VMware, 
(3) PartnerSupported - VIBs created, tested and signed by a certified VMware partner 
(4) CommunitySupported - VIBs that have not been tested by VMware or a VMware partner.  Community Supported VIBs are not supported and do not have a digital signature.  To protect the security and integrity of your ESXi hosts do not allow unsigned (CommunitySupported) VIBs to be installed on your hosts.",N/A,"VMware Certified, VMware Accepted or Partner Supported",Partner Supported,No,Audit Only,"From vSphere web client, select host and then click ""Configure"" ->  ""System"" -> ""Security Profile"". Scroll down until you see ""Host Image Profile Acceptance Level"". Verify that the ""Acceptance Level"" parameter is set to ""VMware Accepted"", ""VMware Certified"" or ""Partner Supported"".",Host customization using custom unsigned VIBs is not allowed.,"From vSphere web client, select host and then click ""Configure"" -> ""System"" -> ""Security Profile"". Scroll down until you see ""Host Image Profile Acceptance Level"". Click ""Edit"" and set the ""Acceptance Level"" parameter to the desired value. The Default value is ""Partner Supported"" which will work with Secure Boot for ESXi 6.5 or greater.",https://code.vmware.com/apis/358/vsphere#/doc/vim.host.ImageConfigManager.AcceptanceLevel.html,"# esxcli software acceptance get  
# esxcli software vib list",# esxcli software acceptance set --level,"# esxcli <connection_options> software acceptance get  
# esxcli software vib list",# esxcli <connection_options> software acceptance set --level,"# List the Software AcceptanceLevel for each host
Foreach ($VMHost in Get-VMHost ) { $ESXCli = Get-EsxCli -VMHost $VMHost $VMHost | Select Name, @{N=""AcceptanceLevel"";E={$ESXCli.software.acceptance.get()}}}
# List only the vibs which are not at ""VMwareCertified"" or ""VMwareAccepted"" or ""PartnerSupported"" acceptance level
Foreach ($VMHost in Get-VMHost ) { $ESXCli = Get-EsxCli -VMHost $VMHost $ESXCli.software.vib.list() | Where { ($_.AcceptanceLevel -ne ""VMwareCertified"") -and ($_.AcceptanceLevel -ne ""VMwareAccepted"") -and ($_.AcceptanceLevel -ne ""PartnerSupported"") }}","# Set the Software AcceptanceLevel for each host
Foreach ($VMHost in Get-VMHost ) { $ESXCli = Get-EsxCli -VMHost $VMHost $ESXCli.software.acceptance.Set(""VMwareCertified"")}",YES,"http//pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.install.doc/GUID-56600593-EC2E-4125-B1A0-065BDD16CF2D.html

http//pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-751034F3-5337-4DB2-8272-8DAC0980EACA.html",FALSE,TRUE,TRUE
VM.disable-console-copy,Explicitly disable copy/paste operations,"Copy and paste operations are disabled by default. However, if you explicitly disable this feature audit controls can check that this setting is correct.",isolation.tools.copy.disable,TRUE,TRUE,Yes,Add,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.",This is the default setting so functionality remains the same,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Click ""Edit"". Go to ""VM Options"" tab and expand ""Advanced"". Click on ""Edit Configuration"". Click on ""Add Row"" and then add the desired configuration parameter with the desired value.",https://code.vmware.com/apis/358/vsphere#/doc/vim.option.OptionValue.html,"grep -i ""isolation.tools.copy.disable"" [VMX]",N/A,vmware-cmd --server [SERVER] --username [USERNAME] --password [PASSWORD] /vmfs/volumes/[DATASTORE]/[VM]/[VM].vmx getguestinfo isolation.tools.copy.disable,N/A,"# List the VMs and their current settings
Get-VM | Get-AdvancedSetting -Name ""isolation.tools.copy.disable"" | where {$_.value -eq ""False""} | Select Entity, Name, Value","# Add the setting to all VMs
Get-VM | New-AdvancedSetting -Name ""isolation.tools.copy.disable"" -value $True",N/A,​http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-367D02C1-B71F-4AC3-AA05-85033136A667.html,FALSE,FALSE,TRUE
VM.disable-console-paste,Explicitly disable copy/paste operations,"Copy and paste operations are disabled by default, however, if you explicitly disable this feature, audit controls can check that this setting is correct.",isolation.tools.paste.disable,TRUE,TRUE,Yes,Add,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.",None,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Click ""Edit"". Go to ""VM Options"" tab and expand ""Advanced"". Click on ""Edit Configuration"". Click on ""Add Row"" and then add the desired configuration parameter with the desired value.",https://code.vmware.com/apis/358/vsphere#/doc/vim.option.OptionValue.html,grep -i isolation.tools.paste.disable [VMX],N/A,vmware-cmd --server [SERVER] --username [USERNAME] --password [PASSWORD] /vmfs/volumes/[DATASTORE]/[VM]/[VM].vmx getguestinfo isolation.tools.paste.disable,N/A,"# List the VMs and their current settings
Get-VM | Get-AdvancedSetting -Name ""isolation.tools.paste.disable"" | where {$_.value –eq “False”} | Select Entity, Name, Value","# Add the setting to all VMs
Get-VM | New-AdvancedSetting -Name ""isolation.tools.paste.disable"" -value $True",N/A,http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-367D02C1-B71F-4AC3-AA05-85033136A667.html,FALSE,FALSE,TRUE
VM.disable-disk-shrinking-shrink,Disable virtual disk shrinking,"Shrinking a virtual disk reclaims unused space in it. The shrinking process itself, which takes place on the host, reduces the size of the disk's files by the amount of disk space reclaimed in the wipe process. If there is empty space in the disk, this process reduces the amount of space the virtual disk occupies on the host drive. Normal users and processes—that is, users and processes without root or administrator privileges—within virtual machines have the capability to invoke this procedure. A non-root user cannot wipe the parts of the virtual disk that require root-level permissions. However, if this is done repeatedly, the virtual disk can become unavailable while this shrinking is being performed, effectively causing a denial of service. In most datacenter environments, disk shrinking is not done, so you should disable this feature. Repeated disk shrinking can make a virtual disk unavailable. Limited capability is available to non-administrative users in the guest.",isolation.tools.diskShrink.disable,TRUE,FALSE,No,Add,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.",Inability to shrink virtual machine disks in the event that a datastore runs out of space.,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Click ""Edit"". Go to ""VM Options"" tab and expand ""Advanced"". Click on ""Edit Configuration"". Click on ""Add Row"" and then add the desired configuration parameter with the desired value.",https://code.vmware.com/apis/358/vsphere#/doc/vim.option.OptionValue.html,"grep -i ""isolation.tools.diskShrink.disable"" [VMX]",N/A,vmware-cmd --server [SERVER] --username [USERNAME] --password [PASSWORD] /vmfs/volumes/[DATASTORE]/[VM]/[VM].vmx getguestinfo isolation.tools.diskWiper.disable,N/A,"# List the VMs and their current settings
Get-VM | Get-AdvancedSetting -Name ""isolation.tools.diskShrink.disable"" | where {$_.value –eq “False”} | Select Entity, Name, Value","# Add the setting to all VMs
Get-VM | New-AdvancedSetting -Name ""isolation.tools.diskShrink.disable"" -value $True",N/A,http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-9610FE65-3A78-4982-8C28-5B34FEB264B6.html,TRUE,FALSE,FALSE
VM.disable-disk-shrinking-wiper,Disable virtual disk shrinking,"Shrinking a virtual disk reclaims unused space in it. VMware Tools reclaims all unused portions of disk partitions (such as deleted files) and prepares them for shrinking. Wiping takes place in the guest operating system.  If there is empty space in the disk, this process reduces the amount of space the virtual disk occupies on the host drive. Normal users and processes—that is, users and processes without root or administrator privileges—within virtual machines have the capability to invoke this procedure. A non-root user  cannot wipe the parts of the virtual disk that require root-level permissions.  However, if this is done repeatedly, the virtual disk can become unavailable while this shrinking is being performed, effectively causing a denial of service. In most datacenter environments, disk shrinking is not done, so you should disable this feature. Repeated disk shrinking can make a virtual disk unavailable. Limited capability is available to non-administrative users in the guest.",isolation.tools.diskWiper.disable,TRUE,FALSE,No,Add,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.",Inability to shrink virtual machine disks in the event that a datastore runs out of space.,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Click ""Edit"". Go to ""VM Options"" tab and expand ""Advanced"". Click on ""Edit Configuration"". Click on ""Add Row"" and then add the desired configuration parameter with the desired value.",https://code.vmware.com/apis/358/vsphere#/doc/vim.option.OptionValue.html,"grep -i ""isolation.tools.diskWiper.disable"" [VMX]",N/A,vmware-cmd --server [SERVER] --username [USERNAME] --password [PASSWORD] /vmfs/volumes/[DATASTORE]/[VM]/[VM].vmx getguestinfo isolation.tools.diskWiper.disable,N/A,"# List the VMs and their current settings
Get-VM | Get-AdvancedSetting -Name ""isolation.tools.diskWiper.disable"" | where {$_.value –eq “False”} | Select Entity, Name, Value","# Add the setting to all VMs
Get-VM | New-AdvancedSetting -Name ""isolation.tools.diskWiper.disable"" -value $True",N/A,http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-9610FE65-3A78-4982-8C28-5B34FEB264B6.html,TRUE,FALSE,FALSE
VM.disable-independent-nonpersistent,Avoid using independent nonpersistent disks,"The security issue with nonpersistent disk mode is that successful attackers, with a simple shutdown or reboot, might undo or remove any traces that they were ever on the machine. To safeguard against this risk, production virtual machines should be set to use persistent disk mode; additionally, make sure that activity within the VM is logged remotely on a separate server, such as a syslog server or equivalent Windows-based event collector. Without a persistent record of activity on a VM, administrators might never know whether they have been attacked or hacked.",scsiX:Y.mode,One of the following: * Not present (defaults to Persistent if blank) * Explicitly set to Persistent *Set to Independent-Persistent,Persistent,No,Add,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.","Won’t be able to make use of nonpersistent mode, which allows rollback to a known state when rebooting the VM.","From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Click ""Edit"". Go to ""VM Options"" tab and expand ""Advanced"". Click on ""Edit Configuration"". Click on ""Add Row"" and then add the desired configuration parameter with the desired value.",https://code.vmware.com/apis/358/vsphere#/doc/vim.option.OptionValue.html,"grep -i ""^scsi[0-9]*:[0-9]*.mode"" [VMX]",N/A,"1. vifs --server [SERVER] --username [USERNAME] --password [PASSWORD] -g ""[DATASTORE] VM/VM.vmx"" VM.vmx 2. grep -i ""^scsi[0-9]*:[0-9]*.mode"" [VMX]",N/A,"#List the VM's and their disk types
Get-VM | Get-HardDisk | where {$_.Persistence –ne “Persistent”} | Select Parent, Name, Filename, DiskType, Persistence","#Alter the parameters for the following cmdlet to set the VM Disk Type:
Get-VM  | Get-HardDisk | Set-HardDisk",N/A,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-1E583D6D-77C7-402E-9907-80B7F478D3FC.html
",FALSE,FALSE,TRUE
VM.disable-non-essential-3D-features,Disable 3D features on Server and desktop virtual machines,"It is suggested that 3D be disabled on virtual machines that do not require 3D functionality, (e.g. server or desktops not using 3D applications).",mks.enable3d,FALSE,FALSE,Yes,Add,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.",Configuring this setting to False will not allow 3D functionality to run in the virtual machine. Use of this setting on desktop systems that require 3D is not recommended.,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Click ""Edit"". Go to ""VM Options"" tab and expand ""Advanced"". Click on ""Edit Configuration"". Click on ""Add Row"" and then add the desired configuration parameter with the desired value.",https://code.vmware.com/apis/358/vsphere#/doc/vim.option.OptionValue.html,grep -I mks.enable3d [VMX],N/A,vmware-cmd --server [SERVER] --username [USERNAME] --password [PASSWORD] /vmfs/volumes/[DATASTORE]/[VM]/[VM].vmx getguestinfo mks.enable3d,N/A,"# List the VMs and their current settings
Get-VM | Get-AdvancedSetting -Name  ""mks.enable3d""| Select Entity, Name, Value","# Add the setting to all VMs
Get-VM | New-AdvancedSetting -Name ""mks.enable3d"" -value $False",N/A,,FALSE,TRUE,TRUE
VM.disconnect-devices-floppy,Disconnect unauthorized devices,"Ensure that no device is connected to a virtual machine if it is not required. For example, serial and parallel ports are rarely used for virtual machines in a datacenter environment, and CD/DVD drives are usually connected only temporarily during software installation. For less commonly used devices that are not required, either the parameter should not be present or its value must be False.  NOTE: The parameters listed are not sufficient to ensure that a device is usable; other required parameters specify how each device is instantiated.  Any enabled or connected device represents a potential attack channel.

When setting is set to False, functionality is disabled, however the device may still show up withing the guest operation system.",floppyX.present,not present or False,FALSE,No,,"Ensure that the following parameter is NOT present or is set to False, unless Floppy drives are required: floppyX.present",Virtual machine will need to be powered off to reverse change if any of these devices are needed at a later time.,,https://code.vmware.com/apis/358/vsphere#/doc/vim.vm.device.VirtualDevice.html," grep -i ""^floppy[0-9]*.present"" [VMX]",N/A,"1. vifs --server [SERVER] --username [USERNAME] --password [PASSWORD] -g ""[DATASTORE] VM/VM.vmx"" VM.vmx 2. grep -i ""^floppy[0-9]*.present"" [VMX]",N/A,"# Check for Floppy Devices attached to VMs
Get-VM | Get-FloppyDrive | Select Parent, Name, ConnectionState","# Remove all Floppy drives attached to VMs
Get-VM | Get-FloppyDrive | Remove-FloppyDrive",N/A,http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-600D24C8-0F77-4D96-B273-A30F256B29D4.html,FALSE,FALSE,TRUE
VM.disconnect-devices-parallel,Disconnect unauthorized devices,"Ensure that no device is connected to a virtual machine if it is not required. For example, serial and parallel ports are rarely used for virtual machines in a datacenter environment, and CD/DVD drives are usually connected only temporarily during software installation. For less commonly used devices that are not required, either the parameter should not be present or its value must be False.  NOTE: The parameters listed are not sufficient to ensure that a device is usable; other required parameters specify how each device is instantiated.  Any enabled or connected device represents a potential attack channel.

When setting is set to False, functionality is disabled, however the device may still show up withing the guest operation system.",parallelX.present,not present or False,FALSE,No,,"Ensure that the following parameter is NOT present or is set to False, unless Parallel ports are required: parallelX.present",Virtual machine will need to be powered off to reverse change if any of these devices are needed at a later time.,,https://code.vmware.com/apis/358/vsphere#/doc/vim.vm.device.VirtualDevice.html,"grep -i ""^parallel[0-9]*.present"" [VMX]",N/A,"1. vifs --server [SERVER] --username [USERNAME] --password [PASSWORD] -g ""[DATASTORE] VM/VM.vmx"" VM.vmx 2. grep -i ""^parallel[0-9]*.present"" [VMX]",N/A,"# In this Example you will need to add the functions from this post: http://blogs.vmware.com/vipowershell/2012/05/working-with-vm-devices-in-powercli.html
# Check for Parallel ports attached to VMs
Get-VM | Get-ParallelPort","# In this Example you will need to add the functions from this post: http://blogs.vmware.com/vipowershell/2012/05/working-with-vm-devices-in-powercli.html
# Remove all Parallel Ports attached to VMs
Get-VM | Get-ParallelPort | Remove-ParallelPort",N/A,http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-600D24C8-0F77-4D96-B273-A30F256B29D4.html,FALSE,TRUE,TRUE
VM.disconnect-devices-serial,Disconnect unauthorized devices,"Ensure that no device is connected to a virtual machine if it is not required. For example, serial and parallel ports are rarely used for virtual machines in a datacenter environment, and CD/DVD drives are usually connected only temporarily during software installation. For less commonly used devices that are not required, either the parameter should not be present or its value must be False.  NOTE: The parameters listed are not sufficient to ensure that a device is usable; other required parameters specify how each device is instantiated.  Any enabled or connected device represents a potential attack channel.

When setting is set to False, functionality is disabled, however the device may still show up withing the guest operation system.",serialX.present,not present or False,,No,,"Ensure that the following parameter is NOT present or is set to False, unless Serial ports are required: serialX.present",Virtual machine will need to be powered off to reverse change if any of these devices are needed at a later time.,,https://code.vmware.com/apis/358/vsphere#/doc/vim.vm.device.VirtualDevice.html,"grep -i ""^serial[0-9]*.present"" [VMX]",N/A,"1. vifs --server [SERVER] --username [USERNAME] --password [PASSWORD] -g ""[DATASTORE] VM/VM.vmx"" VM.vmx 2. grep -i ""^floppy[0-9]*.present"" [VMX]",N/A,"# In this Example you will need to add the functions from this post: http://blogs.vmware.com/vipowershell/2012/05/working-with-vm-devices-in-powercli.html
# Check for Serial ports attached to VMs
Get-VM | Get-SerialPort","# In this Example you will need to add the functions from this post: http://blogs.vmware.com/vipowershell/2012/05/working-with-vm-devices-in-powercli.html
# Remove all Serial Ports attached to VMs
Get-VM | Get-SerialPort | Remove-SerialPort",N/A,http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-600D24C8-0F77-4D96-B273-A30F256B29D4.html,FALSE,TRUE,TRUE
VM.limit-setinfo-size,Limit informational messages from the VM to the VMX file,"The configuration file containing these name-value pairs is limited to a size of 1MB. This 1MB capacity should be sufficient for most cases, but you can change this value if necessary. You might increase this value if large amounts of custom information are being stored in the configuration file. The default limit is 1MB;this limit is applied even when the sizeLimit parameter is not listed in the .vmx file.  Uncontrolled size for the VMX file can lead to denial of service if the datastore is filled.",tools.setInfo.sizeLimit,1048576,1048576,Yes,Add,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.",None,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Click ""Edit"". Go to ""VM Options"" tab and expand ""Advanced"". Click on ""Edit Configuration"". Click on ""Add Row"" and then add the desired configuration parameter with the desired value.",https://code.vmware.com/apis/358/vsphere#/doc/vim.option.OptionValue.html,"grep -i ""tools.setInfo.sizeLimit"" [VMX}",N/A,vmware-cmd --server [SERVER] --username [USERNAME] --password [PASSWORD] /vmfs/volumes/[DATASTORE]/[VM]/[VM].vmx getguestinfo tools.setInfo.sizeLimit,N/A,"# List the VMs and their current settings
Get-VM | Get-AdvancedSetting -Name ""tools.setInfo.sizeLimit"" | where {$_.Value –gt “1048576”} |  Select Entity, Name, Value","# Add the setting to all VMs
Get-VM | New-AdvancedSetting -Name ""tools.setInfo.sizeLimit"" -value 1048576",N/A,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-91BF834E-CB92-4014-8CF7-29CE40F3E8A3.html
",FALSE,FALSE,TRUE
VM.minimize-console-VNC-use,Control access to VM console via VNC protocol,"The VM console enables you to connect to the console of a virtual machine, in effect seeing what a monitor on a physical server would show. This console is also availabe via the VNC protocol. Setting up this access also involves setting up firewall rules on each ESXi server the virtual machine will run on.",RemoteDisplay.vnc.enabled,FALSE,FALSE,Yes,Audit Only,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.",None,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Click ""Edit"". Go to ""VM Options"" tab and expand ""Advanced"". Click on ""Edit Configuration"". Click on ""Add Row"" and then add the desired configuration parameter with the desired value.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionValue.html,"grep -i ""RemoteDisplay.vnc.enabled"" [VMX]",N/A,vmware-cmd --server [SERVER] --username [USERNAME] --password [PASSWORD] /vmfs/volumes/[DATASTORE]/[VM]/[VM].vmx getguestinfo RemoteDisplay.vnc.enabled,N/A,"# List the VMs and their current settings
Get-VM | Get-AdvancedSetting -Name ""RemoteDisplay.vnc.enabled"" | where {$_.Value –eq “True”} |  Select Entity, Name, Value","# Add the setting to all VMs
Get-VM | New-AdvancedSetting -Name ""RemoteDisplay.vnc.enabled"" -value $False",N/A,,FALSE,FALSE,TRUE
VM.restrict-host-info,Do not send host information to guests,"By enabling a VM to get detailed information about the physical host, an adversary could potentially use this information to inform further attacks on the host. 

If set to True a VM can obtain detailed information about the physical host. *The default value for the parameter is False but is displayed as NULL. Setting to False is purely for audit purposes.*

This setting should not be True unless a particular VM requires this information for performance monitoring.",tools.guestlib.enableHostInfo,FALSE,FALSE,Yes,Audit Only,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.","Unable to retrieve performance information about the host from inside the guest, there are times when this can be useful for troubleshooting.","From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Click ""Edit"". Go to ""VM Options"" tab and expand ""Advanced"". Click on ""Edit Configuration"". Click on ""Add Row"" and then add the desired configuration parameter with the desired value.",https://code.vmware.com/apis/358/vsphere#/doc/vim.option.OptionValue.html,"grep -i ""tools.guestlib.enableHostInfo"" [VMX]",N/A,vmware-cmd --server [SERVER] --username [USERNAME] --password [PASSWORD] /vmfs/volumes/[DATASTORE]/[VM]/[VM].vmx getguestinfo tools.guestlib.enableHostInfo,N/A,"# List the VMs and their current settings
Get-VM | Get-AdvancedSetting -Name  ""tools.guestlib.enableHostInfo""| where {$_.Value –eq “True”} | Select Entity, Name, Value","# Add the setting to all VMs
Get-VM | New-AdvancedSetting -Name ""tools.guestlib.enableHostInfo"" -value $False",N/A,"http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-2CF880DA-2435-4201-9AFB-A16A11951A2D.html


https://www.vmware.com/pdf/vmware-tools-101-standalone-user-guide.pdf
",FALSE,TRUE,TRUE
VM.TransparentPageSharing-inter-VM-Enabled,Check for enablement of salted VM's that are sharing memory pages,"When salting is enabled (Mem.ShareForceSalting=1 or 2) in order to share a page between two virtual machines both salt and the content of the page must be same. A salt value is a configurable vmx option for each virtual machine. You can manually specify the salt values in the virtual machine's vmx file with the new vmx option sched.mem.pshare.salt. If this option is not present in the virtual machine's vmx file, then the value of vc.uuid vmx option is taken as the default value. Since the vc.uuid is unique to each virtual machine, by default TPS happens only among the pages belonging to a particular virtual machine (Intra-VM).

If a group of virtual machines are considered trustworthy, it is possible to share pages among them by setting a common salt value for all those virtual machines (inter-VM).

Default value is null. When this happens the VM has a random salt value generated.",sched.mem.pshare.salt,Site-Specific,NULL,No,"Remove, Modify","From the vSphere Web Client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.

If there is a non-null value and that value is common to more than one virtual machine, those virtual machines have inter-VM TPS enabled.",Running with Inter-VM page sharing should only be done between virtual machines that are trust-worthy. ,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". 

Click ""Edit"". 

Go to ""VM Options"" tab and expand ""Advanced"". 

Click on ""Edit Configuration"". 

Click on ""Add Row"" and then edit the desired configuration parameter with the desired value.",,"grep -i ""sched.mem.pshare.salt"" [VMX]",N/A,vmware-cmd --server [SERVER] --username [USERNAME] --password [PASSWORD] /vmfs/volumes/[DATASTORE]/[VM]/[VM].vmx getguestinfo sched.mem.pshare.salt,N/A,"# List the VMs and their current settings
Get-VM | Get-AdvancedSetting -Name ""Mem.ShareForceSalting"" | where {$_.Value –eq “1”} | Select Entity, Name, Value","# Add the setting to all VMs
$ vmsaltvalue = ""<some unique value>""
Get-VM | New-AdvancedSetting -Name ""sched.mem.pshare.salt"" -value $vmsaltvalue",NO,"https://kb.vmware.com/kb/2080735
​https://kb.vmware.com/kb/2097593
​https://kb.vmware.com/kb/2091682",FALSE,TRUE,TRUE
VM.verify-network-filter,Control access to VMs through the dvfilter network APIs,"An attacker might compromise a VM by making use the dvFilter API. Configure only those VMs to use the API that need this access.

This setting is considered an ""Audit Only"" guideline. If there is a value present, the admin should check it to ensure it is correct.
",ethernetX.filterX.name = filtername,NULL unless using dvfilter,NULL,No,Audit Only,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.

If a VM is not supposed to be protected by a product using the dvfilter API, ensure that the following is not present in its VMX file: ethernet0.filter1.name = dv-filter1where “ethernet0” is the network adaptor interface of the virtual machine that is to be protected, “filter1” is the number of the filter that is being used, and “dv-filter1” is the name of the particular data path kernel module that is protecting the VM. If the VM is supposed to be protected, ensure that the name of the data path kernel is set correctly.",incorrectly configuring this option can negatively impact functionality of tools that use dvFilter API's.,"From the vSphere web client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Click ""Edit"". Go to ""VM Options"" tab and expand ""Advanced"". Click on ""Edit Configuration"". Click on ""Add Row"" and then add the desired configuration parameter with the desired value.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionValue.html,"grep -i ""^ethernet[0-9]*.filter[0-9]*.name"" [VMX]",N/A,"1. vifs --server [SERVER] --username [USERNAME] --password [PASSWORD] -g ""[DATASTORE] VM/VM.vmx"" VM.vmx 2. grep -i ""^ethernet[0-9]*.filter[0-9]*.name"" [VMX]",N/A,"# List the VMs and their current settings
Get-VM | Get-AdvancedSetting -Name  ""ethernet*.filter*.name*"" | Select Entity, Name, Value",,N/A,http://pubs.vmware.com/vsphere-67/topic/com.vmware.vsphere.security.doc/GUID-CD0783C9-1734-4B9A-B821-ED17A77B0206.htmlUpdated reference URL,FALSE,TRUE,TRUE
VM.verify-PCI-Passthrough,Audit all uses of PCI or PCIe passthrough functionality,"Using the VMware DirectPath I/O feature to pass through a PCI or PCIe device to a virtual machine results in a potential security vulnerability.  The vulnerability can be triggered by buggy or malicious code running in privileged mode in the guest OS, such as a device driver.  Industry-standard hardware and firmware does not currently have sufficient error containment support to make it possible for ESXi to close the vulnerability fully.

There can be a valid business reason for a VM to have this configured. This is an audit-only guideline. You should be aware of what virtual machines are configured with direct passthrough of PCI and PCIe devices and ensure that their guest OS is monitored carefully for malicious or buggy drivers that could crash the host.",pciPassthru*.present,FALSE,FALSE,Yes,Audit Only,"From the vSphere Web Client, select each VM and click ""Configure"" -> ""Settings"" -> ""VM Options"". Expand ""Advanced Settings"". Scroll the list of ""Configuration Parameters"" and ensure that the desired configuration parameter is present with the desired value.",A buggy or malicious driver in the guest OS could cause a fault with the physical host resulting in a host crash,"From the vSphere Web Client, select each VM and click ""Configure"" -> ""Settings"" -> ""Virtual Hardware"" -> Remove the PCI/PCIe passthrough device.",https://code.vmware.com/apis/196/vsphere#/doc/vim.option.OptionManager.html,"grep -i ""pciPassthru*.present""  [VMX]",N/A,vmware-cmd --server [SERVER] --username [USERNAME] --password [PASSWORD] /vmfs/volumes/[DATASTORE]/[VM]/[VM].vmx getguestinfo pciPassthru*.present,N/A,"# List the VMs and their current settings
Get-VM | Get-AdvancedSetting -Name ""pciPassthru*.present"" | Select Entity, Name, Value","# Add the setting to all VMs
Get-VM | New-AdvancedSetting -Name ""pciPassthru*.present"" -value """"",N/A,​http://pubs.vmware.com/vsphere-67/topic/com.vmware.powercli.ug.doc/GUID-0E922C7E-67DF-4A05-B4C0-013FC4EC60F4.html,FALSE,TRUE,TRUE
