control_id,priority,resource_kind,adapter_kind,parameter,parameter_kind,value_type,expected_value,title,description,source_ref,remediation_text,read_recipe
vds.vds-health-check-disable,P2,DistributedVirtualSwitch,VMWARE,,powercli_only,string,Disabled,Enable VDS network healthcheck only if you need it,"Network Healthcheck is disabled by default. Once enabled, the healthcheck packets contain information on host#, vds# port#, which an attacker would find useful. It is recommended that network healthcheck be used for troubleshooting, and turned off when troubleshooting is finished.",SCG-6.7:vNetwork.limit-network-healthcheck,"Get-View -ViewType DistributedVirtualSwitch | ?{($_.config.HealthCheckConfig | ?{$_.enable -notmatch ""False""})}| %{$_.UpdateDVSHealthCheckConfig(@((New-Object Vmware.Vim.VMwareDVSVlanMtuHealthCheckConfig -property @{enable=0}),(New-Object Vmware.Vim.VMwareDVSTeamingHealthCheckConfig -property @{enable=0})))}",
dvpg.network-reject-forged-transmit-dvportgroup,P2,DistributedVirtualPortgroup,VMWARE,securityPolicy.forgedTransmits,vim_property,string,Reject,Ensure that the “Forged Transmits” policy is set to reject,"If the virtual machine operating system changes the MAC address, the operating system can send frames with an impersonated source MAC address at any time. This allows an operating system to stage malicious attacks on the devices in a network by impersonating a network adaptor authorized by the receiving network. 

When the Forged transmits option is set to Accept, ESXi does not compare source and effective MAC addresses.

To protect against MAC impersonation, you can set the Forged transmits option to Reject. If you do, the host compares the source MAC address being transmitted by the guest operating system with the effective MAC address for its virtual machine adapter to see if they match. If the addresses do not match, the ESXi host drops the packet.",SCG-6.7:vNetwork.reject-forged-transmit-dvportgroup,Get-VDSwitch | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $False ; ; Get-VDPortgroup | ?{$_.IsUplink -eq $False} | Get-VDSecurityPolicy | Set-VDSecurityPolicy -ForgedTransmits $False,bool_policy:config.defaultPortConfig.securityPolicy.forgedTransmits
vds.network-reject-forged-transmit-standardswitch,P2,DistributedVirtualSwitch,VMWARE,securityPolicy.forgedTransmits,vim_property,string,Reject,Ensure that the “Forged Transmits” policy is set to reject,"If the virtual machine operating system changes the MAC address, the operating system can send frames with an impersonated source MAC address at any time. This allows an operating system to stage malicious attacks on the devices in a network by impersonating a network adaptor authorized by the receiving network. 

Forged transmissions is set to Accept by default. 

This means the virtual switch does not compare the source and effective MAC addresses. 

To protect against MAC address impersonation, all virtual switches should have forged transmissions set to Reject. Reject Forged Transmit can be set at the vSwitch and/or the Portgroup level. You can override switch level settings at the Portgroup level.",SCG-6.7:vNetwork.reject-forged-transmit-StandardSwitch,Get-VirtualSwitch | Get-SecurityPolicy | Set-SecurityPolicy -ForgedTransmits $False ; ; Get-VirtualPortGroup | Get-SecurityPolicy | Set-SecurityPolicy -ForgedTransmitsInherited $True,bool_policy:config.defaultPortConfig.securityPolicy.forgedTransmits
dvpg.network-reject-mac-changes-dvportgroup,P2,DistributedVirtualPortgroup,VMWARE,securityPolicy.macChanges,vim_property,string,Reject,Ensure that the “MAC Address Changes” policy is set to reject,"If the virtual machine operating system changes the MAC address, it can send frames with an impersonated source MAC address at any time. This allows it to stage malicious attacks on the devices in a network by impersonating a network adaptor authorized by the receiving network. This will prevent VMs from changing their effective MAC address. It will affect applications that require this functionality. An example of an application like this is Microsoft Clustering, which requires systems to effectively share a MAC address. This will also affect how a layer 2 bridge will operate. This will also affect applications that require a specific MAC address for licensing. An exception should be made for the  dvPortgroups that these applications are connected to.",SCG-6.7:vNetwork.reject-mac-changes-dvportgroup,Get-VDSwitch | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $False ; ; Get-VDPortgroup | Get-VDSecurityPolicy | Set-VDSecurityPolicy -MacChanges $False,bool_policy:config.defaultPortConfig.securityPolicy.macChanges
vds.network-reject-mac-changes-standardswitch,P2,DistributedVirtualSwitch,VMWARE,securityPolicy.macChanges,vim_property,string,Reject,Ensure that the “MAC Address Changes” policy is set to reject,"If the virtual machine operating system changes the MAC address, it can send frames with an impersonated source MAC address at any time. This allows it to stage malicious attacks on the devices in a network by impersonating a network adaptor authorized by the receiving network. This will prevent VMs from changing their effective MAC address. It will affect applications that require this functionality. An example of an application like this is Microsoft Clustering, which requires systems to effectively share a MAC address. This will also affect how a layer 2 bridge will operate. This will also affect applications that require a specific MAC address for licensing. An exception should be made for the port groups that these applications are connected to. Reject MAC Changes can be set at the vSwitch and/or the Portgroup level. You can override switch level settings at the Portgroup level.",SCG-6.7:vNetwork.reject-mac-changes-StandardSwitch,Get-VirtualSwitch | Get-SecurityPolicy | Set-SecurityPolicy -MacChanges $False ; ; Get-VirtualPortGroup | Get-SecurityPolicy | Set-SecurityPolicy -MacChangesInherited $True,bool_policy:config.defaultPortConfig.securityPolicy.macChanges
dvpg.network-reject-promiscuous-mode-dvportgroup,P2,DistributedVirtualPortgroup,VMWARE,securityPolicy.allowPromiscuous,vim_property,string,Reject,Ensure that the “Promiscuous Mode” policy is set to reject,"When promiscuous mode is enabled for a dvPortgroup, all virtual machines connected to the dvPortgroup have the potential of reading all packets across that network, meaning only the virtual machines connected to that  dvPortgroup. Promiscuous mode is disabled by default on the ESXI Server, and this is the recommended setting. However, there might be a legitimate reason to enable it for debugging, monitoring or troubleshooting reasons. Security devices might require the ability to see all packets on a vSwitch.  An exception should be made for the dvPortgroups that these applications are connected to, in order to allow for full-time visibility to the traffic on that dvPortgroup.  Unlike standard vSwitches, dvSwitches only allow Promiscuous Mode at the dvPortgroup level",SCG-6.7:vNetwork.reject-promiscuous-mode-dvportgroup,Get-VDSwitch | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $False ; ; Get-VDPortgroup | Get-VDSecurityPolicy | Set-VDSecurityPolicy -AllowPromiscuous $False,bool_policy:config.defaultPortConfig.securityPolicy.allowPromiscuous
vds.network-reject-promiscuous-mode-standardswitch,P2,DistributedVirtualSwitch,VMWARE,securityPolicy.allowPromiscuous,vim_property,string,Reject,Ensure that the “Promiscuous Mode” policy is set to reject,"When promiscuous mode is enabled for a virtual switch all virtual machines connected to the Portgroup have the potential of reading all packets across that network, meaning only the virtual machines connected to that Portgroup. Promiscuous mode is disabled by default on the ESXI Server, and this is the recommended setting. However, there might be a legitimate reason to enable it for debugging, monitoring or troubleshooting reasons. Security devices might require the ability to see all packets on a vSwitch.  An exception should be made for the Portgroups that these applications are connected to, in order to allow for full-time visibility to the traffic on that Portgroup. Promiscous mode can be set at the vSwitch and/or the Portgroup level. You can override switch level settings at the Portgroup level.",SCG-6.7:vNetwork.reject-promiscuous-mode-StandardSwitch,Get-VirtualSwitch | Get-SecurityPolicy | Set-SecurityPolicy -AllowPromiscuous $False ; ; Get-VirtualPortGroup | Get-SecurityPolicy | Set-SecurityPolicy -AllowPromiscuousInherited $True,bool_policy:config.defaultPortConfig.securityPolicy.allowPromiscuous
vds.network-restrict-netflow-usage,P2,DistributedVirtualSwitch,VMWARE,config.defaultPortConfig.ipfixEnabled,vim_property,boolean,false,Ensure that VDS Netflow traffic is only being sent to authorized collector IPs,"The vSphere VDS can export Netflow information about traffic crossing the VDS. Netflow exports are not encrypted and can contain information about the virtual network making it easier for  a MITM attack to be executed successfully.  If Netflow export is required, verify that all VDS Netflow target IP's are correct.",SCG-6.7:vNetwork.restrict-netflow-usage,# Disable Netfow for a VDPortgroup ; $DPortgroup = <name of portgroup> ; Get-VDPortgroup $DPortGroup | Disable-PGNetflow ; ; #Function for Disable-PGNetflow ; #From: http://www.virtu-al.net/2013/07/23/disabling-netflow-with-powercli/ ; ; Function Disable-PGNetflow { ; [CmdletBinding()] ; Param ( ; [Parameter(ValueFromPipeline=$True)] ; $DVPG ; ) ; Process { ; Foreach ($PG in $DVPG) { ; $spec = New-Object VMware.Vim.DVPortgroupConfigSpec ; $spec.configversion = $PG.Extensiondata.Config.ConfigVersion ; $spec.defaultPortConfig = New-Object VMware.Vim.VMwareDVSPortSetting ; $spec.defaultPortConfig.ipfixEnabled = New-Object VMware.Vim.BoolPolicy ; $spec.defaultPortConfig.ipfixEnabled.inherited = $False ; $spec.defaultPortConfig.ipfixEnabled.value = $False ; ; $PGView = Get-View -Id $PG.Id ; $PGView.ReconfigureDVPortgroup_Task($spec) ; } ; } ; } ; ; # Disable Netfow for a VDPortgroup ; #Get-VDPortgroup DPortGroup | Disable-PGNetflow ;,bool_policy:config.defaultPortConfig.ipfixEnabled
dvpg.network-restrict-port-level-overrides,P2,DistributedVirtualPortgroup,VMWARE,config.policy.securityPolicyOverrideAllowed,vim_property,boolean,false,Restrict port-level configuration overrides on VDS,"Port-level configuration overrides are disabled by default. Once enabled, this allows for different security settings to be set from what is established at the Port-Group level. There are cases where particular VM's require unique configurations, but this should be monitored so it is only used when authorized.  If overrides are not monitored, anyone who gains access to a VM with a less secure VDS configuration could surreptiously exploit that broader access. [PARTIAL COVERAGE: this adapter checks only the securityPolicyOverrideAllowed flag (1 of ~7 per-port override flags the full control intends — block/teaming/vlan/shaping/vendorConfig/ipfix/trafficFilter overrides are NOT checked). A pass means the security-policy override is correctly disabled, not that the whole control is satisfied. See UNAUDITED_CONTROLS.md.]",SCG-6.7:vNetwork.restrict-port-level-overrides,,bool:config.policy.securityPolicyOverrideAllowed
esx.network-dvfilter,P2,HostSystem,VMWARE,Net.DVFilterBindIpAddress,advanced_setting,string,NULL,Audit use of dvfilter network APIs,"If you are not using a product such as VMware NSX that make use of the dvfilter network API, the host should not be configured to send network information to a IP Address. If the API is enabled and the system running at the IP address referenced is compromised then there is potential for that system to provide unauthorized access to the network of other VMs on the host.  If you are using a product that makes use of this API then verify that the host has been configured correctly.",SCG-6.7:vNetwork.verify-dvfilter-bind,"Get-VMHost | Get-AdvancedSetting -Name Net.DVFilterBindIpAddress | Set-AdvancedSetting -Value """"",
