control_id,priority,resource_kind,adapter_kind,parameter,parameter_kind,value_type,expected_value,title,description,source_ref,remediation_text,read_recipe
esx.memeagerzero,P0,HostSystem,VMWARE,Mem.MemEagerZero,advanced_setting,integer,1,The ESX host must enable volatile key destruction.,"By default, ESX zeroes out pages allocated for virtual machines (VMs), userspace applications, and kernel threads at the time of allocation. This ensures that no non-zero pages are exposed to VMs or userspace applications. This measure is in place to prevent the exposure of cryptographic keys from VMs or userworlds to other clients.

However, if memory is not reused, these keys can remain present in host memory for an extended period. To address this, MemEagerZero can be configured to enforce the zeroing out of userworld and guest memory pages when a userworld process or guest exits. For kernel threads, memory spaces holding keys are zeroed out as soon as the secret is no longer required.",SCG-9.0:esx-9.memeagerzero,Get-VMHost -Name $ESX | Get-AdvancedSetting Mem.MemEagerZero | Set-AdvancedSetting -Value 1,
esx.memory-tiering-encryption,P0,HostSystem,VMWARE,Mem.EncryptTierNvme,advanced_setting,integer,1,The ESX host should encrypt data written to tiered memory devices.,"Due to its architecture, flash memory is difficult to sanitize at the end of its lifespan. Memory tiering copies data from virtual machines to NVMe flash devices. Either encrypt the tiered memory data or plan to securely sanitize or destroy the tiering device.",SCG-9.0:esx-9.memory-tiering-encryption,Get-VMHost -Name $ESX | Get-AdvancedSetting Mem.EncryptTierNvme | Set-AdvancedSetting -Value 1,
esx.network-bpdu,P2,HostSystem,VMWARE,Net.BlockGuestBPDU,advanced_setting,integer,1,Enable the Bridge Protocol Data Unit (BPDU) filter on the ESX host.,"BPDUs (Bridge Protocol Data Units) are used to transmit Spanning Tree Protocol (STP) information and detect network loops. BPDU Guard and Portfast are commonly enabled on the physical switch directly connected to the ESX host to reduce spanning tree convergence delay.

However, if a BPDU packet is sent from a virtual machine on the ESX host to the configured physical switch, it can result in a cascading lockout of all uplink interfaces from the ESX host. To prevent this type of lockout, BPDU Filter can be enabled on the ESX host to drop any BPDU packets being sent to the physical switch.

It is important to note that Standard and Distributed Virtual Switches do not support STP and do not generate BPDUs.",SCG-9.0:esx-9.network-bpdu,Get-VMHost -Name $ESX | Get-AdvancedSetting Net.BlockGuestBPDU | Set-AdvancedSetting -Value 1,
esx.network-dvfilter,P2,HostSystem,VMWARE,Net.DVFilterBindIpAddress,advanced_setting,string,"""""",Use of the dvFilter network APIs must be restricted on the ESX host.,"If you are not using a product such as VMware NSX that utilizes the dvfilter network API, it is recommended not to configure the host to send network information to an IP address. Enabling the API and referencing an IP address that is compromised could potentially provide unauthorized access to the network of other virtual machines (VMs) on the host.

If you are using a product that relies on this API, it is important to verify that the host has been configured correctly to ensure secure network communication.",SCG-9.0:esx-9.network-dvfilter,"Get-VMHost -Name $ESX | Get-AdvancedSetting Net.DVFilterBindIpAddress | Set-AdvancedSetting -Value """"",
vds.network-standard-reject-forged-transmit,P1,DistributedVirtualSwitch,VMWARE,securityPolicy.forgedTransmits,vim_property,string,Reject,All standard switches and their port groups must be configured to reject forged transmits.,"If the MAC address of a virtual machine operating system changes, it allows the operating system to send frames with an impersonated source MAC address, potentially enabling malicious attacks on devices within a network by impersonating an authorized network adapter.

When the ""Forged transmits"" option is set to ""Accept,"" ESX does not compare the source and effective MAC addresses.

To protect against MAC impersonation, you can set the ""Forged transmits"" option to ""Reject."" In this case, the host compares the source MAC address being transmitted by the guest operating system with the effective MAC address for its virtual machine adapter to check for a match. If the addresses do not match, the ESX host drops the packet.",SCG-9.0:esx-9.network-standard-reject-forged-transmit,Get-VMHost -Name $ESX | Get-VirtualSwitch -Standard | Get-SecurityPolicy | Set-SecurityPolicy -ForgedTransmits $false ; Get-VMHost -Name $ESX | Get-VirtualPortGroup -Standard | Get-SecurityPolicy | Set-SecurityPolicy -ForgedTransmitsInherited $true,bool_policy:config.defaultPortConfig.securityPolicy.forgedTransmits
vds.network-standard-reject-mac-changes,P0,DistributedVirtualSwitch,VMWARE,securityPolicy.macChanges,vim_property,string,Reject,All standard switches and their port groups must be configured to reject guest MAC address changes.,"If the virtual machine operating system changes the MAC address, it can send frames with an impersonated source MAC address, enabling it to stage malicious attacks on devices within a network by impersonating a network adapter authorized by the receiving network. To prevent virtual machines from changing their effective MAC address, measures should be taken to enforce MAC address stability or restrict the ability to modify MAC addresses. This helps mitigate the risk of MAC impersonation and potential malicious activities.",SCG-9.0:esx-9.network-standard-reject-mac-changes,Get-VMHost -Name $ESX | Get-VirtualSwitch -Standard | Get-SecurityPolicy | Set-SecurityPolicy -MacChanges $false ; Get-VMHost -Name $ESX | Get-VirtualPortGroup -Standard | Get-SecurityPolicy | Set-SecurityPolicy -MacChangesInherited $true,bool_policy:config.defaultPortConfig.securityPolicy.macChanges
vds.network-standard-reject-promiscuous-mode,P0,DistributedVirtualSwitch,VMWARE,securityPolicy.allowPromiscuous,vim_property,string,Reject,All standard switches and their port groups must be configured to reject guest promiscuous mode requests.,"When promiscuous mode is enabled for a port group, all virtual machines connected to that port group have the potential to read all packets transmitted across that port group, regardless of the intended recipient.

It is important to consider the potential impact and design considerations before changing the default value of promiscuous mode.",SCG-9.0:esx-9.network-standard-reject-promiscuous-mode,Get-VMHost -Name $ESX | Get-VirtualSwitch -Standard | Get-SecurityPolicy | Set-SecurityPolicy -AllowPromiscuous $false ; Get-VMHost -Name $ESX | Get-VirtualPortGroup -Standard | Get-SecurityPolicy | Set-SecurityPolicy -AllowPromiscuousInherited $true,bool_policy:config.defaultPortConfig.securityPolicy.allowPromiscuous
dvpg.network-vgt,P2,DistributedVirtualPortgroup,VMWARE,,powercli_only,string,Not VLAN 4095,The ESX host must restrict the use of Virtual Guest Tagging (VGT) on Standard Switches.,"When a port group is set to VLAN 4095, the vSwitch passes all network frames to the attached virtual machines (VMs) without modifying the VLAN tags. In vSphere, this is referred to as VGT. The VM must process the VLAN information itself via an 802.1Q driver in the operating system.

VLAN 4095 must only be implemented if the attached VMs have been specifically authorized and are capable of managing VLAN tags themselves. If VLAN 4095 is enabled inappropriately, it may cause denial of service or allow a VM to interact with traffic on an unauthorized VLAN.",SCG-9.0:esx-9.network-vgt,"Get-VMHost -Name $ESX | Get-VirtualPortGroup -Standard -Name $PG| Set-VirtualPortGroup -VlanID ""<new VLAN>""",
esx.nfs-encryption,P2,HostSystem,VMWARE,,manual_audit,string,Configured,Enable data-in-transit encryption protections for NFS datastores when hosts are joined to Active Directory.,"ESX 9 and later supports the krb5, krb5i, and krb5p NFS mount options on ESX hosts that are joined to an Active Directory domain. These mount options instruct NFS to use Kerberos for authentication, data integrity, and privacy.

As with all encryption and security controls there are tradeoffs, namely performance and complexity. When encrypting storage traffic the hosts and storage array will use more CPU and I/O capacity, and likely experience lower throughput and higher latency (how much of each is generically unquantifiable and will depend on the type of workload, type and amount of I/O, hardware capabilities, and more).

Additionally, joining ESX to an Active Directory domain exposes the host to attack vectors through Active Directory, and blurs the lines between the storage and virtualization systems in ways that increase risk and the chance for attackers to move laterally between those systems. There is also the additional dependency on Active Directory, complicating system restarts, and even forming dependency loops if Active Directory domain controllers are hosted inside the virtual environment itself.

Traditional compensating controls for NFS data-in-transit encryption involve fabric isolation, and ESX 8 and newer provide better ways to directly control which vmkernel interface is used for NFS traffic in support of this.",SCG-9.0:esx-9.nfs-encryption,N/A,
esx.password-complexity,P0,HostSystem,VMWARE,Security.PasswordQualityControl,advanced_setting,string,"""random=0 similar=deny retry=3 min=disabled,disabled,disabled,disabled,15""",The ESX host must enforce password complexity by configuring a password quality policy.,"Based on recommendations such as NIST 800-63B Section 5.1.1.2, it is suggested that composition rules, such as mandating mixtures of character classes, should not be enforced on systems as they often fail to enhance password security and discourage the adoption of more secure passphrases.

Password strength and complexity rules are applicable to all ESX users, including the root user. However, when the ESX host is joined to a domain, these rules do not apply to Active Directory (AD) users as password policies for AD users are enforced by the AD system.",SCG-9.0:esx-9.password-complexity,"Get-VMHost -Name $ESX | Get-AdvancedSetting Security.PasswordQualityControl | Set-AdvancedSetting -Value ""similar=deny retry=3 min=disabled,disabled,disabled,disabled,15 max=64""",
esx.password-max-age,P2,HostSystem,VMWARE,Security.PasswordMaxDays,advanced_setting,integer,99999,The ESX host must be configured with an appropriate maximum password age.,"Modern best practices for passwords, as outlined in NIST 800-63B Section 5.1.1.2 and other relevant guidance, state that enforcing periodic password changes does not enhance security when passwords already possess adequate entropy.",SCG-9.0:esx-9.password-max-age,Get-VMHost -Name $ESX | Get-AdvancedSetting Security.PasswordMaxDays | Set-AdvancedSetting -Value 9999,
esx.secureboot,P0,HostSystem,VMWARE,,powercli_only,boolean,True,The ESX host must enable Secure Boot.,"Secure Boot is part of the UEFI firmware standard. With UEFI Secure Boot enabled, a host refuses to load any UEFI driver or app unless the operating system bootloader has a valid digital signature. Secure Boot for ESX requires support from the firmware and it requires that all ESX kernel modules, drivers, and VIBs be signed by VMware or a partner subordinate. Secure Boot is enabled in the BIOS of the ESX physical server and supported by the hypervisor boot loader.",SCG-9.0:esx-9.secureboot,N/A (Enable in hardware firmware settings),
esx.secureboot-enforcement,P2,HostSystem,VMWARE,config.encryptionState.requireSecureBoot,vim_property,boolean,true,The ESX host must enable TPM-based Secure Boot enforcement.,"The TPM-based nature of VMware ESX Secure Boot Enforcement enhances security beyond standard Secure Boot. It uses a hardware TPM chip to store and verify cryptographic measurements of the entire boot process, from UEFI firmware to the ESX kernel. This creates a hardware-backed root of trust, making it much harder for attackers to tamper with the boot sequence undetected. Unlike normal Secure Boot, which only checks digital signatures, TPM-based enforcement ensures the integrity of the complete boot chain and enables advanced features like remote attestation for verifying host trustworthiness. This control flips ESX from merely supporting Secure Boot to requiring it. Without this setting enabled, and configuration encryption, an ESX host could be subject to offline attacks. An attacker could simply transfer the ESX install drive to a non-Secure Boot host and boot it up without ESX complaining.",SCG-9.0:esx-9.secureboot-enforcement,$ESXcli = Get-EsxCli -VMHost $ESX -V2 ; $arguments = $ESXcli.system.settings.encryption.set.CreateArgs() ; $arguments.requiresecureboot = $true ; $ESXcli.system.settings.encryption.set.Invoke($arguments),bool:config.encryptionState.requireSecureBoot
esx.session-timeout,P2,HostSystem,VMWARE,UserVars.HostClientSessionTimeout,advanced_setting,integer,900,VMware Cloud Foundation components must enforce a session timeout after a specified period of inactivity.,"This practice helps mitigate potential security risks by ensuring that unattended sessions, which could be exploited by unauthorized users or malicious software, are not left open indefinitely.",SCG-9.0:esx-9.session-timeout,Get-VMHost -Name $ESX | Get-AdvancedSetting UserVars.HostClientSessionTimeout | Set-AdvancedSetting -Value 900,
esx.shell-interactive-timeout,P0,HostSystem,VMWARE,UserVars.ESXiShellInteractiveTimeOut,advanced_setting,integer,900,Configure the inactivity timeout to automatically terminate idle ESX host shells.,"If a user forgets to log out of their SSH session, the idle connection will remain open indefinitely, increasing the potential for someone to gain privileged access to the host.",SCG-9.0:esx-9.shell-interactive-timeout,Get-VMHost -Name $ESX | Get-AdvancedSetting UserVars.ESXiShellInteractiveTimeOut | Set-AdvancedSetting -Value 900,
esx.shell-timeout,P0,HostSystem,VMWARE,UserVars.ESXiShellTimeOut,advanced_setting,integer,600,Set a timeout to limit how long the ESX Shell and SSH services are allowed to run.,The ESXShellTimeOut defines a window of time after which the ESX Shell and SSH services will automatically be terminated.,SCG-9.0:esx-9.shell-timeout,Get-VMHost -Name $ESX | Get-AdvancedSetting UserVars.ESXiShellTimeOut | Set-AdvancedSetting -Value 600,
esx.shell-warning,P2,HostSystem,VMWARE,UserVars.SuppressShellWarning,advanced_setting,integer,0,The ESX host must not suppress warnings that the ESX shell is enabled.,"Warnings indicating that SSH or the ESX Shell is enabled can be clues that an attack is in progress. It is important to ensure that SSH and the ESX Shell are deactivated, and that this variable is not set.",SCG-9.0:esx-9.shell-warning,Get-VMHost -Name $ESX | Get-AdvancedSetting UserVars.SuppressShellWarning | Set-AdvancedSetting -Value 0,
esx.snmp,P0,HostSystem,VMWARE,service.snmpd.running,vim_property,boolean,false,The component must disable SNMP version 1 and 2.,Services which are not in use and are not essential for operations should be deactivated.,SCG-9.0:esx-9.snmp,Get-VMHostService -VMHost $ESX | where {$_.Key -eq 'snmpd'} | Set-VMHostService -Policy Off ; Get-VMHostService -VMHost $ESX | where {$_.Key -eq 'snmpd'} | Stop-VMHostService,service_state:snmpd:running
esx.ssh,P2,HostSystem,VMWARE,service.TSM-SSH.running,vim_property,boolean,false,The component must deactivate SSH.,Services which are not in use and are not essential for operations should be deactivated.,SCG-9.0:esx-9.ssh,Get-VMHostService -VMHost $ESX | where {$_.Key -eq 'TSM-SSH'} | Set-VMHostService -Policy Off ; Get-VMHostService -VMHost $ESX | where {$_.Key -eq 'TSM-SSH'} | Stop-VMHostService,service_state:TSM-SSH:running
esx.ssh-configuration,P2,HostSystem,VMWARE,,esxcli,string,Configured,The ESX host SSH daemon must be configured securely.,"OpenSSH on the ESX host ships with a FIPS 140-2/140-3 validated cryptographic module, and it is enabled by default. For backward compatibility reasons, this can be deactivated. Therefore, this setting must be audited and corrected if necessary.

Other parameters are set securely, but can be changed, so must be audited.",SCG-9.0:esx-9.ssh-configuration,"$ESXcli = Get-EsxCli -VMHost $ESX -V2 ; ; # AllowStreamLocalForwarding ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'allowstreamlocalforwarding' ; $arguments.value = 'no' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # AllowTcpForwarding ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'allowtcpforwarding' ; $arguments.value = 'no' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # Banner ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'banner' ; $arguments.value = '/etc/issue' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # ChallengeResponseAuthentication ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'challengeresponseauthentication' ; $arguments.value = 'yes' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # Ciphers ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'ciphers' ; $arguments.value = 'aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # ClientAliveCountMax ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'clientalivecountmax' ; $arguments.value = '3' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # ClientAliveInterval ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'clientaliveinterval' ; $arguments.value = '200' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # FipsMode ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'fipsmode' ; $arguments.value = 'yes' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # GatewayPorts ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'gatewayports' ; $arguments.value = 'no' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # HostBasedAuthentication ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'hostbasedauthentication' ; $arguments.value = 'no' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # HostKeyAlgorithms ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'hostkeyalgorithms' ; $arguments.value = 'ecdsa-sha2-nistp256,ecdsa-sha2-nistp384,ecdsa-sha2-nistp521,rsa-sha2-256,rsa-sha2-512' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # IgnoreRhosts ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'ignorerhosts' ; $arguments.value = 'yes' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # KexAlgorithms ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'kexalgorithms' ; $arguments.value = 'ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group-exchange-sha256' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # LogLevel ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'loglevel' ; $arguments.value = 'info' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # MACs ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'macs' ; $arguments.value = 'hmac-sha2-256,hmac-sha2-512' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # MaxStartups ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'maxstartups' ; $arguments.value = '10:30:100' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # PermitRootLogin ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'permitrootlogin' ; $arguments.value = 'yes' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # PermitTunnel ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'permittunnel' ; $arguments.value = 'no' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # PermitUserEnvironment ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'permituserenvironment' ; $arguments.value = 'no' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # PrintMotd ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'printmotd' ; $arguments.value = 'yes' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # RekeyLimit ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'rekeylimit' ; $arguments.value = '1G, 1H' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # SyslogFacility ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'syslogfacility' ; $arguments.value = 'auth' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # TCPKeepAlive ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'tcpkeepalive' ; $arguments.value = 'yes' ; $esxcli.system.ssh.server.config.set.Invoke($arguments) ; ; # UsePAM ; $arguments = $esxcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'usepam' ; $arguments.value = 'yes' ; $esxcli.system.ssh.server.config.set.Invoke($arguments)",
esx.supported,P0,HostSystem,VMWARE,,powercli_only,string,N/A,ESX host is running software that has not reached End of General Support status.,Ensure that ESX is a version that has not reached the End of General Support status.,SCG-9.0:esx-9.supported,N/A,
esx.time,P0,HostSystem,VMWARE,service.ntpd.running,vim_property,boolean,true,The component must synchronize its clock with organizational reference sources.,"Cryptography, audit logging, cluster operations, and incident response/forensics require synchronized time across environments. The recommended practice for NTP is to have at least four sources. It is not advisable to have only two sources; one source is preferable to having two (Segal's Law: a person with one watch always knows what time it is, a person with two is never sure).

Configure all components to use the global standard time zone, UTC.

NTP uses UDP to communicate, which, if allowed generically, can open a path for attackers to exfiltrate data during a breach. Ensure that perimeter firewall rules allowing communication to NTP servers are specific.",SCG-9.0:esx-9.time,"Get-VMHostService -VMHost $ESX -ErrorAction:Stop | Where-Object{$_.Key -eq ""ntpd""} | Set-VMHostService -policy ""on"" -Confirm:$false ; Get-VMHostService -VMHost $ESX -ErrorAction:Stop | Where-Object{$_.Key -eq ""ntpd""} | Restart-VMHostService -Confirm:$false",service_state:ntpd:running
esx.tls-ciphers,P0,HostSystem,VMWARE,tls.Profile,esxcli,string,NIST_2024,"The component must maintain confidentiality and integrity of transmissions by ensuring the use of approved, modern, replay-resistent ciphers.","In ESX 8.0.3 and newer, TLS profiles are available to configure client and server TLS settings to use only strong ciphers.

You can view the entire cipher list and suites using:

$ESXcli = Get-EsxCli -VMHost $ESX -V2
$arguments = $ESXcli.system.tls.server.get.CreateArgs()
$arguments.showprofiledefaults = $true
$arguments.showcurrentbootprofile = $true
$ESXcli.system.tls.server.get.invoke($arguments)

The host will require a reboot after setting this parameter (and will display in the vSphere Client with the suffix of ""(Reboot Required).""",SCG-9.0:esx-9.tls-ciphers,"$ESXcli = Get-EsxCli -VMHost $ESX -V2 ; $arguments = $ESXcli.system.tls.server.set.CreateArgs() ; $arguments.profile = ""NIST_2024"" ; $ESXcli.system.tls.server.set.invoke($arguments)",esxcli:system.tls.server.get:Profile
esx.tpm-configuration,P0,HostSystem,VMWARE,config.encryptionState.mode,vim_property,string,TPM,The ESX host must require TPM-based configuration encryption.,"An ESX host's configuration consists of configuration files for each service that runs on the host. The configuration files typically reside in the /etc/ directory, but they can also reside in other namespaces. The configuration files contain run-time information about the state of the services. Over time, the default values in the configuration files might change, for example, when settings on the ESX host are changed.

A cron job backs up the ESX configuration files periodically, when ESX shuts down gracefully or on demand, and creates an archived configuration file in the boot bank. When ESX reboots, it reads the archived configuration file and recreates the state that ESX was in when the backup was taken.

Before vSphere 7.0 Update 2, the archived ESX configuration file is not encrypted. In vSphere 7.0 Update 2 and later, the archived configuration file is encrypted. When the ESX host is configured with a Trusted Platform Module (TPM), the TPM is used to ""seal"" the configuration to the host, providing a strong security guarantee and additional protection from offline attacks.

Configuration encryption uses the physical TPM when it is available and supported at install or upgrade time. If the TPM was added or enabled later, the ESX host must be told to reconfigure to use the newly available TPM. Once the TPM configuration encryption is enabled, it cannot be deactivated.",SCG-9.0:esx-9.tpm-configuration,"$ESXcli = Get-EsxCli -VMHost $ESX -V2 ; $arguments = $ESXcli.system.settings.encryption.set.CreateArgs() ; $arguments.mode = ""TPM"" ; $ESXcli.system.settings.encryption.set.Invoke($arguments)",scalar:config.encryptionState.mode
esx.tpm-trusted-binaries,P2,HostSystem,VMWARE,config.encryptionState.requireExecuteInstalledOnly,vim_property,boolean,true,"The ESX host must enable ""execInstalledOnly"" enforcement for configuration encryption.","The ""execInstalledOnly"" advanced ESX boot option, when enabled, helps protect your hosts against ransomware attacks by ensuring that the VMkernel executes only those binaries on a host that have been properly packaged and signed as part of a valid VIB. While this option is effective on its own, it can be further enhanced by telling the Secure Boot to check with the TPM to make sure that the boot process does not proceed unless this setting is enabled. This further protects against malicious offline changes to ESX configuration to disable the ""execInstalledOnly"" option.",SCG-9.0:esx-9.tpm-trusted-binaries,$ESXcli = Get-EsxCli -VMHost $ESX -V2 ; $arguments = $ESXcli.system.settings.encryption.set.CreateArgs() ; $arguments.requireexecinstalledonly = $true ; $ESXcli.system.settings.encryption.set.Invoke($arguments),bool:config.encryptionState.requireExecuteInstalledOnly
esx.transparent-page-sharing,P2,HostSystem,VMWARE,Mem.ShareForceSalting,advanced_setting,integer,2,The ESX host must restrict inter-VM transparent page sharing to VMs configured with sched.mem.pshare.salt.,"Transparent Page Sharing (TPS) is a method used to reduce the memory usage of virtual machines. However, under specific conditions, it can potentially be exploited to gain unauthorized access to data on neighboring virtual machines.

Virtual machines that do not have the sched.mem.pshare.salt option set are unable to share memory with any other virtual machines, providing an additional layer of isolation and security.",SCG-9.0:esx-9.transparent-page-sharing,Get-VMHost -Name $ESX | Get-AdvancedSetting Mem.ShareForceSalting | Set-AdvancedSetting -Value 2,
esx.updates,P0,HostSystem,VMWARE,,powercli_only,string,Current,ESX host has all software updates installed.,"By keeping ESX patches up to date, vulnerabilities in the hypervisor can be mitigated. It is important to note that educated attackers can exploit known vulnerabilities when attempting to gain unauthorized access or elevate privileges on an ESX host.

When applying updates, it is recommended to update vCenter Server first, if an update is available, and then proceed with updating ESX. This sequence ensures that the management layer is updated before updating the ESX hosts.",SCG-9.0:esx-9.updates,N/A,
esx.vib-acceptance-level-supported,P2,HostSystem,VMWARE,,esxcli,string,PartnerSupported or Higher,The ESX host image profile acceptance level must be PartnerSupported or higher.,"The acceptance level in ESX controls what can be installed on the system. There are four levels: VMwareCertified, VMwareAccepted, PartnerSupported, and CommunitySupported.

It is important to note that CommunitySupported VIBs (vSphere Installation Bundles) have not undergone testing by VMware or a VMware partner, and they do not have a digital signature. It is considered risky to install CommunitySupported VIBs as their reliability and security cannot be guaranteed.",SCG-9.0:esx-9.vib-acceptance-level-supported,"$ESXcli = Get-EsxCli -VMHost $ESX -V2 ; $arguments = $ESXcli.software.acceptance.set.CreateArgs() ; $arguments.level = ""PartnerSupported"" # VMwareCertified, VMwareAccepted, PartnerSupported, CommunitySupported ; $ESXcli.software.acceptance.set.Invoke($arguments)",
esx.vib-trusted-binaries,P2,HostSystem,VMWARE,VMkernel.Boot.execInstalledOnly,advanced_setting,boolean,TRUE,Only run binaries delivered via signed VIB.,"ESX conducts integrity checks of ""vSphere Installable Bundles"" or VIBs, governed by the Acceptance Level (see below). Instructing ESX to only execute binaries that originated from a valid VIB installed on the host makes it harder for attackers to use prebuilt toolkits.",SCG-9.0:esx-9.vib-trusted-binaries,Get-VMHost -Name $ESX | Get-AdvancedSetting VMkernel.Boot.execInstalledOnly | Set-AdvancedSetting -Value True,
esx.vmk-management,P2,HostSystem,VMWARE,,powercli_only,string,Site-Specific,The ESX host must isolate management communications.,"VMkernel network interfaces that are intended for specialized use can be configured with management capabilities, which may defeat network isolation and security efforts. Ensure that only vmk interfaces intended for management have management services enabled.

Ensure that all management interfaces configured for virtualization components are on a network segment (VLAN, etc.) dedicated only to virtualization management, free of workloads and unrelated systems, and controlled with perimeter security controls such that only authorized vSphere Administrators can access those interfaces from authorized workstations.

Some system designs put vCenter Server and other management tools on their own network segments, isolated from ESX, thinking that it offers them better monitoring of those systems. Others put vCenter Server in with ESX management as well because of the relationship between the two products and the possibility of firewall configuration errors or outages disrupting service. Whichever you choose, do so thoughtfully.",SCG-9.0:esx-9.vmk-management,Get-VMHostNetworkAdapter -VMHost $ESX -Name $vmkernel_interface | Set-VMHostNetworkAdapter -ManagementTrafficEnabled $false,
esx.vmk-storage,P0,HostSystem,VMWARE,,powercli_only,string,Configured,The ESX host must protect the confidentiality and integrity of transmitted storage traffic.,"As with many security controls there is a tradeoff with performance, so care should be taken to monitor storage latency and performance as data-in-transit encryption is enabled. Organizations that do not or can not enable data-in-transit encryption should isolate the network traffic to a dedicated network segment with appropriate perimeter controls. Isolation to a dedicated network segment with appropriate perimeter controls can be an effective compensating control and add defense-in-depth..

vSAN features data-in-transit encryption which can maintain confidentiality as vSAN nodes communicate. 

Use of krb5p mount options for NFS v4.1 datastores ensures confidentiality. 

LUN masking on the storage controller and SAN zoning help ensure that storage traffic is not visible to unauthorized hosts and that unauthorized hosts cannot mount the datastores, bypassing other security controls.",SCG-9.0:esx-9.vmk-storage,Get-VMHostNetworkAdapter -VMHost $ESX -Name $vmkernel_interface | Set-VMHostNetworkAdapter -VsanTrafficEnabled $false,
esx.vmk-vmotion,P0,HostSystem,VMWARE,,powercli_only,string,Configured,The ESX host must protect the confidentiality and integrity of transmitted vMotion traffic.,"vMotion and Storage vMotion copy virtual machine memory and storage data, respectively, across the network. Ensuring that the data is encrypted in transit ensures confidentiality. Isolation to a dedicated network segment with appropriate perimeter controls can add defense-in-depth and also allow for network traffic management.

Like all other forms of encryption, vMotion encryption does introduce performance loss, but that performance change is on the background vMotion process and does not impact the operation of the virtual machine.",SCG-9.0:esx-9.vmk-vmotion,Get-VMHostNetworkAdapter -VMHost $ESX -Name $vmkernel_interface | Set-VMHostNetworkAdapter -VMotionEnabled $false,
