control_id,priority,resource_kind,adapter_kind,parameter,parameter_kind,value_type,expected_value,title,description,source_ref,remediation_text,read_recipe
vds.network-reject-forged-transmit-standardswitch,P1,DistributedVirtualSwitch,VMWARE,securityPolicy.forgedTransmits,vim_property,string,Reject,All standard switches and their port groups must be configured to reject forged transmits.,"If the MAC address of a virtual machine operating system changes, it allows the operating system to send frames with an impersonated source MAC address, potentially enabling malicious attacks on devices within a network by impersonating an authorized network adapter.

When the ""Forged transmits"" option is set to ""Accept,"" ESXi does not compare the source and effective MAC addresses.

To protect against MAC impersonation, you can set the ""Forged transmits"" option to ""Reject."" In this case, the host compares the source MAC address being transmitted by the guest operating system with the effective MAC address for its virtual machine adapter to check for a match. If the addresses do not match, the ESXi host drops the packet.",SCG-8.0:esxi-8.network-reject-forged-transmit-standardswitch,Get-VMHost -Name $ESXi | Get-VirtualSwitch -Standard | Get-SecurityPolicy | Set-SecurityPolicy -ForgedTransmits $false ; Get-VMHost -Name $ESXi | Get-VirtualPortGroup -Standard | Get-SecurityPolicy | Set-SecurityPolicy -ForgedTransmitsInherited $true,bool_policy:config.defaultPortConfig.securityPolicy.forgedTransmits
vds.network-reject-mac-changes-standardswitch,P0,DistributedVirtualSwitch,VMWARE,securityPolicy.macChanges,vim_property,string,Reject,All standard switches and their port groups must be configured to reject guest MAC address changes.,"If the virtual machine operating system changes the MAC address, it can send frames with an impersonated source MAC address, enabling it to stage malicious attacks on devices within a network by impersonating a network adapter authorized by the receiving network. To prevent virtual machines from changing their effective MAC address, measures should be taken to enforce MAC address stability or restrict the ability to modify MAC addresses. This helps mitigate the risk of MAC impersonation and potential malicious activities.",SCG-8.0:esxi-8.network-reject-mac-changes-standardswitch,Get-VMHost -Name $ESXi | Get-VirtualSwitch -Standard | Get-SecurityPolicy | Set-SecurityPolicy -MacChanges $false ; Get-VMHost -Name $ESXi | Get-VirtualPortGroup -Standard | Get-SecurityPolicy | Set-SecurityPolicy -MacChangesInherited $true,bool_policy:config.defaultPortConfig.securityPolicy.macChanges
vds.network-reject-promiscuous-mode-standardswitch,P0,DistributedVirtualSwitch,VMWARE,securityPolicy.allowPromiscuous,vim_property,string,Reject,All standard switches and their port groups must be configured to reject guest promiscuous mode requests.,"When promiscuous mode is enabled for a port group, all virtual machines connected to that port group have the potential to read all packets transmitted across that port group, regardless of the intended recipient.

It is important to consider the potential impact and design considerations before changing the default value of promiscuous mode.",SCG-8.0:esxi-8.network-reject-promiscuous-mode-standardswitch,Get-VMHost -Name $ESXi | Get-VirtualSwitch -Standard | Get-SecurityPolicy | Set-SecurityPolicy -AllowPromiscuous $false ; Get-VMHost -Name $ESXi | Get-VirtualPortGroup -Standard | Get-SecurityPolicy | Set-SecurityPolicy -AllowPromiscuousInherited $true,bool_policy:config.defaultPortConfig.securityPolicy.allowPromiscuous
dvpg.network-vgt,P2,DistributedVirtualPortgroup,VMWARE,,powercli_only,string,Not VLAN 4095,The ESXi host must restrict the use of Virtual Guest Tagging (VGT) on Standard Switches.,"When a port group is set to VLAN 4095, the vSwitch passes all network frames to the attached virtual machines (VMs) without modifying the VLAN tags. In vSphere, this is referred to as VGT. The VM must process the VLAN information itself via an 802.1Q driver in the operating system.

VLAN 4095 must only be implemented if the attached VMs have been specifically authorized and are capable of managing VLAN tags themselves. If VLAN 4095 is enabled inappropriately, it may cause denial of service or allow a VM to interact with traffic on an unauthorized VLAN.",SCG-8.0:esxi-8.network-vgt,"Get-VMHost -Name $ESXi | Get-VirtualPortGroup -Standard -Name $PG| Set-VirtualPortGroup -VlanID ""<new VLAN>""",
esx.secureboot,P0,HostSystem,VMWARE,,powercli_only,boolean,True,The ESXi host must enable Secure Boot.,"Secure Boot is part of the UEFI firmware standard. With UEFI Secure Boot enabled, a host refuses to load any UEFI driver or app unless the operating system bootloader has a valid digital signature. Secure Boot for ESXi requires support from the firmware and it requires that all ESXi kernel modules, drivers, and VIBs be signed by VMware or a partner subordinate. Secure Boot is enabled in the BIOS of the ESXi physical server and supported by the hypervisor boot loader.",SCG-8.0:esxi-8.secureboot,N/A (Enable in hardware firmware settings),
esx.secureboot-enforcement,P0,HostSystem,VMWARE,config.encryptionState.requireSecureBoot,vim_property,boolean,true,The ESXi host must enable TPM-based Secure Boot enforcement.,"The TPM-based nature of VMware ESXi Secure Boot Enforcement enhances security beyond standard Secure Boot. It uses a hardware TPM chip to store and verify cryptographic measurements of the entire boot process, from UEFI firmware to the ESXi kernel. This creates a hardware-backed root of trust, making it much harder for attackers to tamper with the boot sequence undetected. Unlike normal Secure Boot, which only checks digital signatures, TPM-based enforcement ensures the integrity of the complete boot chain and enables advanced features like remote attestation for verifying host trustworthiness. This control flips ESXi from merely supporting Secure Boot to requiring it. Without this setting enabled, and configuration encryption, an ESXi host could be subject to offline attacks. An attacker could simply transfer the ESXi install drive to a non-Secure Boot host and boot it up without ESXi complaining.",SCG-8.0:esxi-8.secureboot-enforcement,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.settings.encryption.set.CreateArgs() ; $arguments.requiresecureboot = $true ; $ESXcli.system.settings.encryption.set.Invoke($arguments),bool:config.encryptionState.requireSecureBoot
esx.shell-interactive-timeout,P0,HostSystem,VMWARE,UserVars.ESXiShellInteractiveTimeOut,advanced_setting,integer,900,Configure the inactivity timeout to automatically terminate idle ESXi host shells.,"If a user forgets to log out of their SSH session, the idle connection will remain open indefinitely, increasing the potential for someone to gain privileged access to the host.",SCG-8.0:esxi-8.shell-interactive-timeout,Get-VMHost -Name $ESXi | Get-AdvancedSetting UserVars.ESXiShellInteractiveTimeOut | Set-AdvancedSetting -Value 900,
esx.shell-timeout,P0,HostSystem,VMWARE,UserVars.ESXiShellTimeOut,advanced_setting,integer,600,Set a timeout to limit how long the ESXi Shell and SSH services are allowed to run.,The ESXiShellTimeOut defines a window of time after which the ESXi Shell and SSH services will automatically be terminated.,SCG-8.0:esxi-8.shell-timeout,Get-VMHost -Name $ESXi | Get-AdvancedSetting UserVars.ESXiShellTimeOut | Set-AdvancedSetting -Value 600,
esx.shell-warning,P2,HostSystem,VMWARE,UserVars.SuppressShellWarning,advanced_setting,integer,0,The ESXi host must not suppress warnings that the ESXi shell is enabled.,"Warnings indicating that SSH or the ESXi Shell is enabled can be clues that an attack is in progress. It is important to ensure that SSH and the ESXi Shell are deactivated, and that this variable is not set.",SCG-8.0:esxi-8.shell-warning,Get-VMHost -Name $ESXi | Get-AdvancedSetting UserVars.SuppressShellWarning | Set-AdvancedSetting -Value 0,
esx.ssh-fips,P2,HostSystem,VMWARE,,esxcli,boolean,TRUE,The ESXi host SSH daemon must use FIPS 140-2/140-3 validated cryptographic modules.,"OpenSSH on the ESXi host ships with a FIPS 140-2/140-3 validated cryptographic module, and it is enabled by default. For backward compatibility reasons, this can be deactivated. Therefore, this setting must be audited and corrected if necessary.",SCG-8.0:esxi-8.ssh-fips,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.security.fips140.ssh.set.CreateArgs() ; $arguments.enable = $true ; $ESXcli.system.security.fips140.ssh.set.Invoke($arguments),
esx.ssh-fips-ciphers,P2,HostSystem,VMWARE,ssh.ciphers,esxcli,string,"aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr",The ESXi host Secure Shell (SSH) daemon must be configured to only use FIPS 140-2/140-3 validated ciphers.,System services must be hardened and secured when enabled.,SCG-8.0:esxi-8.ssh-fips-ciphers,"$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'ciphers' ; $arguments.value = 'aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr' ; $ESXcli.system.ssh.server.config.set.Invoke($arguments)",esxcli:system.ssh.server.config.list:Value[Key=ciphers]
esx.ssh-gateway-ports,P2,HostSystem,VMWARE,ssh.gatewayports,esxcli,string,no,The ESXi host Secure Shell (SSH) daemon must be configured to not allow gateway ports.,System services must be hardened and secured when enabled.,SCG-8.0:esxi-8.ssh-gateway-ports,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'gatewayports' ; $arguments.value = 'no' ; $ESXcli.system.ssh.server.config.set.Invoke($arguments),esxcli:system.ssh.server.config.list:Value[Key=gatewayports]
esx.ssh-host-based-auth,P2,HostSystem,VMWARE,ssh.hostbasedauthentication,esxcli,string,no,The ESXi host Secure Shell (SSH) daemon must not allow host-based authentication.,System services must be hardened and secured when enabled.,SCG-8.0:esxi-8.ssh-host-based-auth,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'hostbasedauthentication' ; $arguments.value = 'no' ; $ESXcli.system.ssh.server.config.set.Invoke($arguments),esxcli:system.ssh.server.config.list:Value[Key=hostbasedauthentication]
esx.ssh-idle-timeout-count,P2,HostSystem,VMWARE,ssh.clientalivecountmax,esxcli,integer,3,The ESXi host Secure Shell (SSH) daemon must set a timeout count on idle sessions.,"System services must be hardened and secured when enabled. The timeout count, multiplied by the idle timeout interval, is the total number of seconds the session may be idle until it is disconnected.",SCG-8.0:esxi-8.ssh-idle-timeout-count,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'clientalivecountmax' ; $arguments.value = '3' ; $ESXcli.system.ssh.server.config.set.Invoke($arguments),esxcli:system.ssh.server.config.list:Value[Key=clientalivecountmax]
esx.ssh-idle-timeout-interval,P2,HostSystem,VMWARE,ssh.clientaliveinterval,esxcli,integer,200,The ESXi host Secure Shell (SSH) daemon must set a timeout interval on idle sessions.,"System services must be hardened and secured when enabled. The timeout count, multiplied by the idle timeout interval, is the total number of seconds the session may be idle until it is disconnected.",SCG-8.0:esxi-8.ssh-idle-timeout-interval,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'clientaliveinterval' ; $arguments.value = '200' ; $ESXcli.system.ssh.server.config.set.Invoke($arguments),esxcli:system.ssh.server.config.list:Value[Key=clientaliveinterval]
esx.ssh-login-banner,P2,HostSystem,VMWARE,ssh.banner,esxcli,string,/etc/issue,The ESXi host Secure Shell (SSH) daemon must display the system login banner before granting access to the system.,"System services must be hardened and secured when enabled. You must set the host's Config.Etc.Issue advanced parameter as well, to provide text to this banner.",SCG-8.0:esxi-8.ssh-login-banner,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'banner' ; $arguments.value = '/etc/issue' ; $ESXcli.system.ssh.server.config.set.Invoke($arguments),esxcli:system.ssh.server.config.list:Value[Key=banner]
esx.ssh-rhosts,P2,HostSystem,VMWARE,ssh.ignorerhosts,esxcli,string,yes,The ESXi host Secure Shell (SSH) daemon must ignore .rhosts files.,System services must be hardened and secured when enabled.,SCG-8.0:esxi-8.ssh-rhosts,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'ignorerhosts' ; $arguments.value = 'yes' ; $ESXcli.system.ssh.server.config.set.Invoke($arguments),esxcli:system.ssh.server.config.list:Value[Key=ignorerhosts]
esx.ssh-stream-local-forwarding,P2,HostSystem,VMWARE,ssh.allowstreamlocalforwarding,esxcli,string,no,The ESXi host Secure Shell (SSH) daemon must disable stream local forwarding.,System services must be hardened and secured when enabled.,SCG-8.0:esxi-8.ssh-stream-local-forwarding,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'allowstreamlocalforwarding' ; $arguments.value = 'no' ; $ESXcli.system.ssh.server.config.set.Invoke($arguments),esxcli:system.ssh.server.config.list:Value[Key=allowstreamlocalforwarding]
esx.ssh-tcp-forwarding,P2,HostSystem,VMWARE,ssh.allowtcpforwarding,esxcli,string,no,The ESXi host Secure Shell (SSH) daemon must disable TCP forwarding.,System services must be hardened and secured when enabled.,SCG-8.0:esxi-8.ssh-tcp-forwarding,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'allowtcpforwarding' ; $arguments.value = 'no' ; $ESXcli.system.ssh.server.config.set.Invoke($arguments),esxcli:system.ssh.server.config.list:Value[Key=allowtcpforwarding]
esx.ssh-tunnels,P2,HostSystem,VMWARE,ssh.permittunnel,esxcli,string,no,The ESXi host Secure Shell (SSH) daemon must not permit tunnels.,System services must be hardened and secured when enabled.,SCG-8.0:esxi-8.ssh-tunnels,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'permittunnel' ; $arguments.value = 'no' ; $ESXcli.system.ssh.server.config.set.Invoke($arguments),esxcli:system.ssh.server.config.list:Value[Key=permittunnel]
esx.ssh-user-environment,P2,HostSystem,VMWARE,ssh.permituserenvironment,esxcli,string,no,The ESXi host Secure Shell (SSH) daemon must not permit user environment settings.,System services must be hardened and secured when enabled.,SCG-8.0:esxi-8.ssh-user-environment,$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.ssh.server.config.set.CreateArgs() ; $arguments.keyword = 'permituserenvironment' ; $arguments.value = 'no' ; $ESXcli.system.ssh.server.config.set.Invoke($arguments),esxcli:system.ssh.server.config.list:Value[Key=permituserenvironment]
esx.supported,P0,HostSystem,VMWARE,,powercli_only,string,N/A,ESXi host is running software that has not reached End of General Support status.,Ensure that ESXi is a version that has not reached the End of General Support status.,SCG-8.0:esxi-8.supported,N/A,
esx.timekeeping-services,P0,HostSystem,VMWARE,service.ntpd.running,vim_property,boolean,true,ESXi host must have time synchronization services enabled and running.,"Cryptography, audit logging, cluster operations, and incident response/forensics heavily rely on synchronized time. To ensure this, NTP and/or PTP services must be set to start with the host and must be running.",SCG-8.0:esxi-8.timekeeping-services,"Get-VMHostService -VMHost $ESXi -ErrorAction:Stop | Where-Object{$_.Key -eq ""ntpd""} | Set-VMHostService -policy ""on"" -Confirm:$false ; Get-VMHostService -VMHost $ESXi -ErrorAction:Stop | Where-Object{$_.Key -eq ""ntpd""} | Restart-VMHostService -Confirm:$false",service_state:ntpd:running
esx.timekeeping-sources,P0,HostSystem,VMWARE,config.dateTimeInfo.ntpConfig.server,vim_property,string,(non-empty),ESXi host must have reliable time synchronization sources.,"Cryptography, audit logging, cluster operations, and incident response/forensics heavily rely on synchronized time. The recommended practice for NTP is to have at least four sources. It is not advisable to have only two sources, as having one source is preferable to having two.

Precision Time Protocol (PTP) is an alternative to NTP that offers sub-millisecond time accuracy. PTP has a different architecture compared to NTP and may not provide the same level of resilience in case of primary server failure. It is suggested to configure NTP as a backup source for PTP, ensuring that a time source remains available even if the accuracy is reduced.",SCG-8.0:esxi-8.timekeeping-sources,"$ntp0 = ""0.vmware.pool.ntp.org"" ; $ntp1 = ""1.vmware.pool.ntp.org"" ; $ntp2 = ""2.vmware.pool.ntp.org"" ; $ntp3 = ""3.vmware.pool.ntp.org"" ; ; Add-VMHostNTPServer -NtpServer $ntp0 , $ntp1 , $ntp2 , $ntp3 -VMHost $ESXi -Confirm:$false",string_list_join:config.dateTimeInfo.ntpConfig.server
esx.tls-profile,P0,HostSystem,VMWARE,tls.Profile,esxcli,string,NIST_2024,The ESXi host must maintain confidentiality and integrity of transmissions by enabling modern TLS ciphers.,"In ESXi 8.0.3 and newer, TLS profiles are available to configure client and server TLS settings to use only strong ciphers.

You can view the entire cipher list and suites using:

$ESXcli = Get-EsxCli -VMHost $ESXi -V2
$arguments = $ESXcli.system.tls.server.get.CreateArgs()
$arguments.showprofiledefaults = $true
$arguments.showcurrentbootprofile = $true
$ESXcli.system.tls.server.get.invoke($arguments)

The host will require a reboot after setting this parameter (and will display in the vSphere Client with the suffix of ""(Reboot Required).""",SCG-8.0:esxi-8.tls-profile,"$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.tls.server.set.CreateArgs() ; $arguments.profile = ""NIST_2024"" ; $ESXcli.system.tls.server.set.invoke($arguments)",esxcli:system.tls.server.get:Profile
esx.tls-protocols,P2,HostSystem,VMWARE,UserVars.ESXiVPsDisabledProtocols,advanced_setting,string,"""sslv3,tlsv1,tlsv1.1""",The ESXi host must enable the highest version of TLS supported.,"ESXi 8 ships with TLS 1.2 enabled by default, but it is possible to re-enable other protocols if necessary.",SCG-8.0:esxi-8.tls-protocols,"Get-VMHost -Name $ESXi | Get-AdvancedSetting UserVars.ESXiVPsDisabledProtocols | Set-AdvancedSetting -Value ""sslv3,tlsv1,tlsv1.1""",
esx.tpm-configuration,P2,HostSystem,VMWARE,config.encryptionState.mode,vim_property,string,TPM,The ESXi host must require TPM-based configuration encryption.,"An ESXi host's configuration consists of configuration files for each service that runs on the host. The configuration files typically reside in the /etc/ directory, but they can also reside in other namespaces. The configuration files contain run-time information about the state of the services. Over time, the default values in the configuration files might change, for example, when settings on the ESXi host are changed.

A cron job backs up the ESXi configuration files periodically, when ESXi shuts down gracefully or on demand, and creates an archived configuration file in the boot bank. When ESXi reboots, it reads the archived configuration file and recreates the state that ESXi was in when the backup was taken.

Before vSphere 7.0 Update 2, the archived ESXi configuration file is not encrypted. In vSphere 7.0 Update 2 and later, the archived configuration file is encrypted. When the ESXi host is configured with a Trusted Platform Module (TPM), the TPM is used to ""seal"" the configuration to the host, providing a strong security guarantee and additional protection from offline attacks.

Configuration encryption uses the physical TPM when it is available and supported at install or upgrade time. If the TPM was added or enabled later, the ESXi host must be told to reconfigure to use the newly available TPM. Once the TPM configuration encryption is enabled, it cannot be deactivated.",SCG-8.0:esxi-8.tpm-configuration,"$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.system.settings.encryption.set.CreateArgs() ; $arguments.mode = ""TPM"" ; $ESXcli.system.settings.encryption.set.Invoke($arguments)",scalar:config.encryptionState.mode
esx.transparent-page-sharing,P2,HostSystem,VMWARE,Mem.ShareForceSalting,advanced_setting,integer,2,The ESXi host must restrict inter-VM transparent page sharing to VMs configured with sched.mem.pshare.salt.,"Transparent Page Sharing (TPS) is a method used to reduce the memory usage of virtual machines. However, under specific conditions, it can potentially be exploited to gain unauthorized access to data on neighboring virtual machines.

Virtual machines that do not have the sched.mem.pshare.salt option set are unable to share memory with any other virtual machines, providing an additional layer of isolation and security.",SCG-8.0:esxi-8.transparent-page-sharing,Get-VMHost -Name $ESXi | Get-AdvancedSetting Mem.ShareForceSalting | Set-AdvancedSetting -Value 2,
esx.updates,P0,HostSystem,VMWARE,,powercli_only,string,Current,ESXi host has all software updates installed.,"By keeping ESXi patches up to date, vulnerabilities in the hypervisor can be mitigated. It is important to note that educated attackers can exploit known vulnerabilities when attempting to gain unauthorized access or elevate privileges on an ESXi host.

When applying updates, it is recommended to update vCenter Server first, if an update is available, and then proceed with updating ESXi. This sequence ensures that the management layer is updated before updating the ESXi hosts.",SCG-8.0:esxi-8.updates,N/A,
esx.vib-acceptance-level-supported,P2,HostSystem,VMWARE,,esxcli,string,PartnerSupported or Higher,The ESXi host image profile acceptance level must be PartnerSupported or higher.,"The acceptance level in ESXi controls what can be installed on the system. There are four levels: VMwareCertified, VMwareAccepted, PartnerSupported, and CommunitySupported.

It is important to note that CommunitySupported VIBs (vSphere Installation Bundles) have not undergone testing by VMware or a VMware partner, and they do not have a digital signature. It is considered risky to install CommunitySupported VIBs as their reliability and security cannot be guaranteed.",SCG-8.0:esxi-8.vib-acceptance-level-supported,"$ESXcli = Get-EsxCli -VMHost $ESXi -V2 ; $arguments = $ESXcli.software.acceptance.set.CreateArgs() ; $arguments.level = ""PartnerSupported"" # VMwareCertified, VMwareAccepted, PartnerSupported, CommunitySupported ; $ESXcli.software.acceptance.set.Invoke($arguments)",
esx.vib-trusted-binaries,P0,HostSystem,VMWARE,VMkernel.Boot.execInstalledOnly,advanced_setting,boolean,True,Only run binaries delivered via signed VIB.,"ESXi conducts integrity checks of ""vSphere Installable Bundles"" or VIBs, governed by the Acceptance Level (see below). Instructing ESXi to only execute binaries that originated from a valid VIB installed on the host makes it harder for attackers to use prebuilt toolkits.",SCG-8.0:esxi-8.vib-trusted-binaries,Get-VMHost -Name $ESXi | Get-AdvancedSetting VMkernel.Boot.execInstalledOnly | Set-AdvancedSetting -Value True,
esx.vmk-management,P2,HostSystem,VMWARE,,powercli_only,string,Site-Specific,The ESXi host must isolate management communications.,"VMkernel network interfaces that are intended for specialized use can be configured with management capabilities, which may defeat network isolation and security efforts. Ensure that only vmk interfaces intended for management have management services enabled.",SCG-8.0:esxi-8.vmk-management,Get-VMHostNetworkAdapter -VMHost $ESXi -Name $vmkernel_interface | Set-VMHostNetworkAdapter -ManagementTrafficEnabled $false,
vm.secure-boot,P0,VirtualMachine,VMWARE,config.bootOptions.efiSecureBootEnabled,vim_property,boolean,true,The guest OS must enable Secure Boot.,"Secure Boot, supported by all modern guest OSes, uses public key cryptography to validate firmware, boot loader, drivers, and OS kernel. By preventing system booting with uncertain boot chain validity, it effectively restricts malware.",SCG-8.0:guest-8.secure-boot,$VMobj = (Get-VM -Name $VM) ; $ConfigSpec = New-Object VMware.Vim.VirtualMachineConfigSpec ; $bootOptions = New-Object VMware.Vim.VirtualMachineBootOptions ; $bootOptions.EfiSecureBootEnabled = $true ; $ConfigSpec.BootOptions = $bootOptions ; $task = $VMobj.ExtensionData.ReconfigVM_Task($ConfigSpec),bool:config.bootOptions.efiSecureBootEnabled
vm.tools-add-feature,P0,VirtualMachine,VMWARE,autoupgrade allow-add-feature,powercli_only,boolean,false,The guest OS must limit the automatic addition of VMware Tools features.,"VMware Tools automatic upgrade processes can add or remove features from the VMware Tools installation, which can be helpful but also presents an opportunity to alter the security profile of the guest OS from vSphere.",SCG-8.0:guest-8.tools-add-feature,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-add-feature false,
vm.tools-allow-transforms,P2,VirtualMachine,VMWARE,autoupgrade allow-msi-transforms,powercli_only,boolean,false,The guest OS must limit the use of MSI transforms when reconfiguring VMware Tools.,MSI transforms allow the installation database on Microsoft Windows guest OSes to be changed. This can be helpful but also presents an opportunity to alter the security profile of the guest OS from vSphere.,SCG-8.0:guest-8.tools-allow-transforms,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-msi-transforms false,
vm.tools-deactivate-appinfo,P0,VirtualMachine,VMWARE,appinfo disabled,powercli_only,boolean,true,The guest OS must deactivate Appinfo information gathering unless required.,Appinfo is a method to do application discovery through VMware Tools. If you are not using this tool deactivate the module to reduce attack surface.,SCG-8.0:guest-8.tools-deactivate-appinfo,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set appinfo disabled true,
vm.tools-deactivate-containerinfo,P0,VirtualMachine,VMWARE,containerinfo poll-interval,powercli_only,integer,0,The guest OS must deactivate ContainerInfo unless required.,The VMware Tools ContainerInfo plugin for Linux gathers the list of running containers inside a Linux guest operating system.,SCG-8.0:guest-8.tools-deactivate-containerinfo,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set containerinfo poll-interval 0,
vm.tools-deactivate-guestoperations,P2,VirtualMachine,VMWARE,guestoperations disabled,powercli_only,boolean,true,The guest OS must deactivate Guest Operations unless required.,"Guest Operations are a set of functions that underpin most host-to-guest interaction. Deactivating them reduces attack surface but also drastically reduces functionality. Ensure that your environment does not require these functions. Do not do this on template VMs. For a list of functions see:

https://vdc-download.vmware.com/vmwb-repository/dcr-public/fe08899f-1eec-4d8d-b3bc-a6664c168c2c/7fdf97a1-4c0d-4be0-9d43-2ceebbc174d9/doc/vim.vm.guest.GuestOperationsManager.html",SCG-8.0:guest-8.tools-deactivate-guestoperations,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set guestoperations disabled true,
vm.tools-deactivate-gueststoreupgrade,P0,VirtualMachine,VMWARE,gueststoreupgrade policy,powercli_only,string,off,The guest OS must deactivate Guest Store Upgrade operations unless required.,The GuestStore feature provides a simple and flexible mechanism to distribute VMware specific or custom content from a GuestStore repository to multiple guests simultaneously. If you are not using this feature disable the plugin to reduce attack surface.,SCG-8.0:guest-8.tools-deactivate-gueststoreupgrade,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set gueststoreupgrade policy off,
vm.tools-deactivate-servicediscovery,P0,VirtualMachine,VMWARE,servicediscovery disabled,powercli_only,boolean,true,The guest OS must deactivate Service Discovery unless required.,The VMware Tools Service Discovery plugin connects to Aria Operations and provides additional data to that product about guests and workloads. If you are not using this feature disable the plugin to reduce attack surface.,SCG-8.0:guest-8.tools-deactivate-servicediscovery,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set servicediscovery disabled true,
vm.tools-enable-logging,P2,VirtualMachine,VMWARE,logging log,powercli_only,boolean,true,The guest OS must enable VMware Tools logging.,"Ensure that VMware Tools is logging information as appropriate. Logging in VMware Tools is very customizable, please see the examples in https://github.com/vmware/open-vm-tools/blob/master/open-vm-tools/tools.conf",SCG-8.0:guest-8.tools-enable-logging,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging log true,
vm.tools-enable-syslog,P0,VirtualMachine,VMWARE,logging vmsvc.handler,powercli_only,string,syslog,The guest OS must send VMware Tools logs to the system log service.,"By default, VMware Tools sends logs to a file on disk. By setting this parameter it will send them to syslog on Linux guests and the Windows Event Service on Microsoft Windows guests, wherein they can be monitored, managed, and archived centrally.",SCG-8.0:guest-8.tools-enable-syslog,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging vmsvc.handler syslog ; C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging toolboxcmd.handler syslog ; C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging vgauthsvc.handler syslog ; C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set logging vmtoolsd.handler syslog,
vm.tools-globalconf,P2,VirtualMachine,VMWARE,globalconf enabled,powercli_only,boolean,false,The guest OS must deactivate GlobalConf unless required.,The GlobalConf feature of VMware Tools provides an ability to push tools.conf configurations to virtual machines.,SCG-8.0:guest-8.tools-globalconf,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set globalconf enabled false,
vm.tools-prevent-recustomization,P0,VirtualMachine,VMWARE,deployPkg enable-customization,powercli_only,boolean,false,The guest OS on deployed and customized virtual machines must prevent being recustomized.,"The VM deployment process offers many options for vSphere Admins to customize VMs, using scripts and running commands. This can also be an avenue for an adversary to gain access to data inside a VM, by cloning & recustomizing. Once a VM is deployed it should be prevented from being customized again (if you change your mind you can always revert it). Do not do this on template VMs.",SCG-8.0:guest-8.tools-prevent-recustomization,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set deployPkg enable-customization false,
vm.tools-remove-feature,P0,VirtualMachine,VMWARE,autoupgrade allow-remove-feature,powercli_only,boolean,false,The guest OS must limit the automatic removal of VMware Tools features.,"VMware Tools automatic upgrade processes can add or remove features from the VMware Tools installation, which can be helpful but also presents an opportunity to alter the security profile of the guest OS from vSphere.",SCG-8.0:guest-8.tools-remove-feature,C:\Program Files\VMware\VMware Tools\VMwareToolboxCmd.exe config set autoupgrade allow-remove-feature false,
